decision_date,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
1959-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28,,,,,,0.00701757265864611,,,,,,,,,,,,,,,,,,,,,,,,,,0.005033039878988177,,,,,,,,,,,,,39.8,,40.2,7.4127640174265625,5.857933154483459,6.113682179832232,6.22455842927536,5.857933154483459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.34,0.61,0.88,1.53,1.54,1.64,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31,0.0038770369566885066,0.0036208071157739496,0.010349211385917378,,0.007309849723448281,0.006968669316093745,0.01340462640105411,0.008627594534480032,0.007307302116954961,0.005236526174482226,0.009511269993163207,0.013293993659096781,0.031177924834781656,0.0450311307711706,0.01735669043218735,0.018212309969631413,-0.002724961716731311,-0.013714993002244213,1.245500000000007,,,-0.004233512979304521,-0.002885099843696892,-0.09999999999999964,-0.8000000000000007,-0.012787898049755775,-0.004286333180685276,-0.08909742728977843,-0.08609352469940124,-0.09132809390520347,-0.02829279575656507,0.0008625083845164028,0.004988600272849197,-0.01241901369334375,-0.004352928353249297,0.007770769352223539,0.01126355841136828,0.0028721896240959666,0.003438059106770197,0.0038906950422656905,0.002604927504773258,0.005777346570084774,0.0008267879759937813,0.001356266775928816,39.7,0.10000000000000009,40.3,7.418780882750794,5.846438775057725,6.150602768446279,6.230481447578482,5.840641657373398,,,,,,,0.045415505183113325,,0.02449336610408892,,,,,0.004242430605428282,,,,,,,,-0.015400250010188188,,,-0.04999999999999982,-0.040000000000000036,-0.11999999999999966,0.040000000000000036,0.18000000000000016,-0.04999999999999982,-0.05999999999999961,0.019999999999999574,0.019999999999999574,0.83,0.27,0.7,1.11,1.53,1.53,1.71,2.46,,0.0002550576791984227,0.0,0.0009971865921230005,0.007930419028133684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30,0.006456604223370022,0.007324840934121113,0.009404356368752698,,0.008321199322196549,0.020619287202735315,0.006036001108770339,0.004894338751474603,0.0,0.019392612519137487,-0.0047443270070952615,0.01074255307538996,0.025644536001776075,0.038635374938097655,0.014909096059612104,0.015522855781979317,0.006798532019500314,0.02500028912220742,1.0340999999999951,64.0,0.024806722000000003,0.006174632967647753,0.009112926583117797,-0.3000000000000007,-0.1999999999999993,-0.06308098240480753,-0.06293614011484383,-0.053893217441753016,-0.027908788117076533,-0.07368771579115929,-0.08328696117769141,0.0062699804012549265,0.009431298339071859,-0.00014201519586443112,0.01101295963085036,0.009481864678177132,0.014154358978284876,0.0028639637714285016,0.004339938612977434,0.005256132715004469,0.0034885108443267754,0.009303769170278642,0.0041237171838623965,0.0019694738025322067,40.0,0.19999999999999973,40.4,7.3901814282264295,5.799092654460526,6.023447592961033,6.220590170099739,5.924255797414532,,,,,,,0.022166089760949248,,0.0249732636308444,0.00343682318431604,-0.02066225200000016,-0.001443480629633065,0.0013694645636759262,0.006229923686523087,0.011948301322682653,0.005189425242225099,-0.005645623886725293,-0.0027516996226255586,-0.004383406353908548,,0.8003989999999988,0.025062160921924814,,,0.36999999999999966,0.0900000000000003,0.09999999999999964,0.0,0.06999999999999984,0.03000000000000025,0.03000000000000025,-0.009999999999999787,-0.040000000000000036,0.55,0.0,0.33,0.81,1.19,1.19,1.33,2.05,,0.002200068047360171,0.0,0.001209534121134448,-0.0051424570797992605,-0.003016593539425738,-0.00299850299625648,-0.0032626456348161526,0.009528880596038292,-0.010050335853501569,0.012232568435634139,-0.0006902500583763072,0.002234637801416195,0.0033725286637644736,-2.2250158533410058e-05,-0.0030075210639548544,0.005235614053944904,-0.004357305368955622,0.0,0.0,0.0,-0.00033010797947374826,0.0006756288633349428,-0.0011477635297612032,0.000292417504808018,-2.183620661522223e-05,-0.008146650775271436,0.004818828832769184,,,,-0.014792358776008818,
1959-05-31,0.006510337738810712,0.0070286920681317255,-0.0036215521701032927,0.007335991388012886,0.0006157122002807824,0.01351371916672317,0.014339467181264443,0.014545221393254426,0.01565216032881267,0.006381523180565729,0.016510152791861632,0.025794272324485945,0.027242259585704254,0.029659796378458836,0.03050116393139879,0.021106472334969872,0.004057043627569978,-0.004500569808798982,1.5152999999999963,103.0,0.042561243000000026,0.003973408352138108,0.00776537400806987,-0.39999999999999947,-0.40000000000000036,0.02370581716997755,-0.15720504994769602,-0.152361647491559,-0.26160983214200595,-0.07478693562893923,-0.055002525549836534,0.00787436186681667,0.010433607091275832,0.0015610589986270185,0.023615397209187705,0.008223515864406394,0.012415634487393135,0.0022218704585768023,0.0031472002682004785,0.002938747637980299,0.004825053268939783,-0.0066870111560959344,0.003696861881326008,0.0012289543146870585,40.2,0.10000000000000009,40.5,7.371489295214277,5.616771097666572,5.968707559985366,6.284134161070802,5.961005339623274,,,,,,,0.010990100889950227,,0.016413723206994746,0.005133188716197168,-0.010331124999999997,-0.0021497679364923528,-0.002093018884358422,0.0027009469728405122,0.010026125916260398,0.026983775349816774,0.027810540691538987,0.014651215772071957,0.004206743006141878,-0.0012942776325228778,0.3578255000000041,0.016599356944409394,0.0,,0.16000000000000014,0.06999999999999984,0.15000000000000036,0.14000000000000012,0.11000000000000032,0.1299999999999999,0.1299999999999999,0.10000000000000053,0.010000000000000675,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,,-4.626737919255497e-05,0.0,0.0013501032392571055,-0.006413593930535588,0.0,0.00599700599251296,0.0,0.0031494821342681334,0.010050335853501569,-0.018330148303752125,0.0013801433164921662,0.002234637801416195,-0.0034070025067394205,-0.004705891037412702,0.0030075210639548544,-0.005235614053944904,0.004338401598598107,0.0034542348680877133,0.0,0.0,0.001314577585620924,-0.0002527342656222231,0.0013118308956840963,0.0017595092824249647,-2.163354930895256e-05,0.012203451470885862,-0.004889527691011919,,0.004929153541402442,0.0041384406044073785,0.02492924342483338,
1959-06-30,0.005796418088242383,0.006617730551305989,0.012042519233983029,-0.003373737487653017,0.007803394739783087,0.01993421490081726,0.008266648012344557,0.00958201652154722,0.004769035847864256,0.020150481250102992,0.0,0.031896229142412746,0.02543020422884279,0.03404503121358582,0.008942351260121661,0.01382450317650008,0.014731665555686835,-0.019351542942217304,0.9236999999999966,65.0,0.044026277999999974,-0.0023586816973999447,-0.0010659087880764417,-0.10000000000000053,-0.20000000000000107,-0.010090902981962913,0.07326638226433335,-0.07388588976024124,-0.04512043528046927,-0.09293582174386206,0.0021849957513868645,0.006489340431752311,0.0056408150190474515,0.006783519511646574,0.0006480881626700352,0.006607953560033408,0.009102437141550013,0.0030075210639548544,0.0035178272675615574,0.004026728237695565,0.004035130275728882,0.011224165680360443,0.003274665226751239,0.0013501075999862167,40.3,0.0,40.7,7.311886164077165,5.560681631015528,5.872117789475416,6.18826412308259,5.981414211254481,,,,,,,-0.04303751181810611,,-0.003042673203191626,0.013336544872121436,0.0,0.007132697857427317,0.004105607346492235,0.00518135874199821,-0.008016074988236088,-0.02153480238698613,-0.022347066167290874,0.008724929968512818,-0.0005894976260112372,-0.0008566704988925977,0.06722209999999507,0.014949000790516642,0.0,0.0,-0.06000000000000005,0.14000000000000012,-0.11000000000000032,0.06000000000000005,0.23999999999999977,0.22999999999999954,0.1899999999999995,0.13999999999999968,0.09999999999999964,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,,4.626737919255497e-05,0.0,-0.0007103534306873716,-0.0006228589425907871,0.0030075210639548544,-0.00599700599251296,0.006493529310548141,-0.012658270103295344,0.0,0.012195159736235972,0.0017231279527818444,-4.982474147041671e-06,-0.003372684478639254,0.004683849312426158,0.0030075210639548544,0.002607563407080793,-1.8740454081456193e-05,-1.1890677114934078e-05,0.0,0.0,-0.0014476449908480404,0.0006574731863571159,-0.001694767446307921,-0.0018665169797182912,-2.1433700207906803e-05,-0.004089716546245237,-0.004819286435948977,,0.012134027050722196,0.006734295668440637,-0.015342230301444104,
1959-07-31,0.0030682583504999528,0.0030118690318232666,0.00364206019020763,0.019915381453140313,0.009064341187336566,0.01954459607297032,0.007035164260529747,0.007127795910115697,-0.004769035847864256,0.007452367118503833,-0.007043901173950484,0.023268982244223135,-0.006571476856516156,-0.0073475822473327845,-0.003002718853205799,0.0011442057958026552,0.0053053897672077355,0.0,-0.1472999999999871,66.0,0.03073801399999998,0.001465674179247145,0.0023157450062285534,-0.09999999999999964,0.20000000000000107,0.028659075710831594,-0.042689408695050446,-0.0020746895408603194,0.06213178110700568,-0.048094753849334815,0.044765099495435834,0.004691473011996905,0.004325444436984682,0.00701757265864611,0.004202365971078592,0.0043168779387130485,0.005335088053190162,0.002840911001603885,0.001374450070887434,0.0017338143687251062,0.002834056509895433,0.0021054373812319227,0.002856561828185278,-0.0012272951957790212,40.2,0.0,40.6,7.315218389752975,5.537334267018537,5.8377304471659395,6.249975242259483,5.961005339623274,,,,,,,0.045692615668276204,,0.0076206794849440485,0.005709503274729855,-0.010331125999999857,-0.0035853369186291673,-0.0007314619458904659,0.004066457376468158,0.0039840690148742475,-2.890549349165994e-05,-0.0057428214731586325,0.0018852357824257204,-0.0018191954443955716,0.001647345839730363,0.5674321999999989,-0.008664063901338004,-0.036498820999999904,0.0,0.4900000000000002,0.27,0.3700000000000001,0.18999999999999995,0.11000000000000032,0.15000000000000036,0.03000000000000025,0.08999999999999986,0.08000000000000007,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,,-0.0026174690366316256,0.0,-0.000710858391405722,-0.004162336914687342,-0.006015042127909709,0.00599700599251296,-0.006493529310548141,-4.031323383202334e-05,0.0,-0.003062676172963741,0.0003393147368777605,-4.960305158174805e-06,0.0033613477027047978,-2.1836206614889164e-05,-0.0030075210639548544,-0.002607563407080793,-0.004319661144516651,-1.1809094183856672e-05,0.0032520353863776386,0.003372684478639254,0.0023599165065166794,0.0003257730554135918,0.003333870704474773,0.001945611658455082,-0.00461894585629441,0.003991762160259427,0.004796172263492937,0.0,0.0028283000516644563,0.002020398955041358,-0.012251827549356165,
1959-08-31,-0.0005799841487679203,-0.0007621492978078237,-0.003386043803760952,0.006838835972516222,-0.00033017813026248177,-0.01298719552681149,0.0011677305077757438,0.008247147273874766,0.013057508437143817,0.019611901753448624,0.008212649940360084,0.002192370091004925,-0.061176287230842785,-0.10547735008946901,0.004730728220960323,-0.0184571796739168,0.013141621981628937,-0.023256758846373238,-1.788800000000009,62.0,0.025017665000000078,0.003815319976427034,0.0024949959038575997,0.09999999999999964,-0.5999999999999996,0.04433748991615527,0.08363079907241122,-0.07995617628422114,-0.05192761093276399,-0.10171752437932557,0.019137468389592627,0.0043272368484448265,0.0034366939008467767,0.014302819675359402,-0.004202365971078592,0.004426347157014732,0.006170520255226464,0.0018894667879205684,0.001635180088118915,0.000820232445166269,0.0008410107915715059,0.0006581834375385398,0.0024420036555516944,0.0036773760489978713,39.9,-0.10000000000000009,40.3,7.344072850573066,5.602118820879701,5.916202062607435,6.278521424165844,5.918893854273146,,,,,,,-0.07937512457356455,,-0.00799903748851527,0.009996751044583974,0.010331125999999857,-1.2539301304848038e-05,-0.002748099076982591,0.0023727149045527085,0.005907208463868496,0.016143640411138804,0.028282504012841048,-0.008698611315494098,-0.0017953757921373992,0.0022963689570580925,0.8991647,0.038912759236820804,0.0,0.04387025347381668,0.08000000000000007,0.1499999999999999,-0.009999999999999787,0.2999999999999998,0.3199999999999994,0.08000000000000007,0.0600000000000005,0.009999999999999787,0.040000000000000036,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,,-0.00044077902605499375,0.0,-0.00028448490643828706,-0.001774252931130621,-9.072475470883745e-06,-0.00599700599251296,-0.003241493924170502,-0.0032614447754815146,0.0,-0.012167387258426476,-0.0010344127619674737,-4.938283797883969e-06,-1.1260817422975578e-05,-0.004662013105811269,0.0,0.0026007817000577305,0.004301081899390269,-0.0034305350967889225,-1.0541462207136476e-05,-1.1336775934456256e-05,-0.0007921544745950193,-0.0015037121991730018,-0.001203852963892249,-1.296709231901616e-05,0.0,-0.004040150427726985,-0.004796172263492937,0.0,0.009726265255542543,0.009006691976392034,0.02934127949386678,
1959-09-30,-0.005653279366956809,-0.0057548904225628306,0.005997593426508185,-9.68374991749954e-05,0.006364206313520526,-0.02649161544697609,-0.007026924964691705,-0.002349395627364803,0.0011789075923043235,-0.02831094476535867,0.011612968158615455,-0.008787195671068115,-0.07897070716126642,-0.12852953348725382,-0.00369290933343569,-0.04038223744104075,0.006506609974207489,0.016336051727971146,-3.512199999999993,6.0,-0.012350391000000072,-0.0015623748350481748,-0.0025721010676296174,0.10000000000000053,-0.6000000000000014,0.010006337399725673,0.06113014040500797,0.0,0.032462276144660684,-0.026613648518090116,0.08688379586582862,-0.0031434884285594933,-0.024885933544084082,-0.0837953164537435,-0.0006480881626700352,-0.027317189285916754,-0.04864987614710081,0.0029843735336427812,0.0003500481351927931,0.002456668357147862,0.015432463555950626,0.0032115643822141493,0.001624695727001857,0.0009783539975689592,40.0,0.10000000000000009,40.4,7.265429723253953,5.438079308923196,5.857933154483459,6.161207321695077,5.929589143389895,,,,,,,-0.048423428953647374,,-0.0002943772788466248,0.007706742951688383,0.030993377000000155,-0.0021243841681313214,0.0003235535292462899,0.0030564480289054785,-0.011861721466041253,-0.016114734917647144,-0.017078288942695474,-0.002805160069945245,-0.0014731949507198472,8.512166280993938e-05,1.4918992999999858,-0.005707586419364752,0.0,0.0,0.029999999999999805,-0.009999999999999787,0.17999999999999972,0.050000000000000266,0.03000000000000025,-0.009999999999999787,0.02999999999999936,-0.040000000000000036,0.009999999999999787,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,,0.0011131726566933065,0.0,-0.0007827510539843985,-0.002824417380511368,-9.12737711145084e-06,-0.0030256116071241124,0.003241493924170502,-9.365683103368383e-05,0.0,-8.417154165218932e-05,-0.00034452474083090934,-4.916408760102797e-06,-0.003350086885281822,0.0046403795565024275,0.0,-0.005201563400115461,-1.8420107389172102e-05,0.0034188067487859186,-0.003241493924170502,-0.0033613477027047978,-0.0006566884244785243,-0.005138976250417926,0.0008700543513704417,-0.0006894969174444654,0.0,0.003944528326198959,-0.009615458699441914,0.0,-0.004630642390473838,-0.0009995448981676702,-0.02549545290244648,
1959-10-31,0.0007634587478921873,0.0,0.010000716301861168,0.012154516996025322,-0.013156997952190608,-0.006734032181344496,-0.00471219948192525,-0.0035344753351425062,-0.003540900456520557,-0.030421024413960218,0.0057588115561886255,-0.007751231190953334,-0.0012684636519595394,-0.004003163801284959,0.0013165100855037082,-0.002428659360126595,0.020541139857439106,-0.006965969006649253,-0.4187000000000012,-85.0,-0.031856946,0.0016499124033106938,-0.001141852084501238,0.2999999999999998,0.0,-0.003116238109208247,0.1358871063169813,0.0067264827609507805,0.09820970229965997,-0.07762516203053593,-0.047045692489108504,-0.007815682563920845,0.00015747618205352865,-0.02197890671877456,-0.011082251622818617,0.0034147655981975333,0.005311047005845282,0.0007838833982951599,0.0025923728891221742,-0.0011820869755645447,-0.0065306662714803565,-0.0008383910673881445,0.0024321049686122365,0.007064584801891982,40.0,-0.10000000000000009,40.4,7.3395376954076745,5.488937726156687,5.8916442118257715,6.327936783729195,5.929589143389895,,,,,,,0.026886713776086424,,0.015007430339199601,0.0016437459209299732,0.030993378000000016,-0.007773131257190258,-0.003045166820769829,-0.0013791746841835817,0.001970443987298509,0.0053619431413851615,0.011331535695942252,-0.006715014400598296,-0.0006095267781329738,-0.00016430675968059916,2.2324316000000124,-0.040366150060514805,0.05744498399999998,0.0,0.2599999999999998,0.6599999999999997,0.6600000000000001,0.8300000000000001,0.5800000000000001,0.33000000000000007,0.25,0.08999999999999986,0.08999999999999986,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,,0.0024769964629505203,0.0007197797357045843,-0.0020665581358771945,-0.003042545493498486,0.01507405943271145,0.021016899189521876,0.0,0.016218079202543034,0.0,0.024530890077966827,0.0013674002850874167,-4.894678750311243e-06,0.0033389012655149486,-2.1433700208017825e-05,0.00598804184462276,0.005201563400115461,-1.826300554341742e-05,-0.0034188067487859186,0.003231020581446753,0.003350086885281822,0.0011701195467974657,0.0063491382547882225,0.0007022606458897407,8.799413851745541e-05,0.0,-0.003991771304719838,0.014434745135390892,0.0,-0.00047233801149815235,-0.0005021247364993542,0.016332904816609428,
